Wavelength (nm),Exp.
605.4,0.050090502801920435
605.2,0.049542082838044364
605.0,0.04867777143121787
604.8,0.04790048937122744
604.6,0.04735843740833937
604.4,0.04726812757614585
604.2,0.04754542507371443
604.0,0.047536162526822794
603.8,0.04749930530898312
603.6,0.047749008135603684
603.4,0.04826751779180882
603.2,0.04847264461151335
603.0,0.04833563610540778
602.8,0.047999096901678064
602.6,0.04880339472343578
602.4,0.04979197863439183
602.2,0.050101116136900437
602.0,0.04966654831190083
601.8,0.04923429612362412
601.6,0.049246453216419406
601.4,0.04972173765379687
601.2,0.05014453432545502
601.0,0.05044112879571453
600.8,0.05028791083254859
600.6,0.05006869722277969
600.4,0.049788698149034374
600.2,0.05005383855380768
600.0,0.05135754202880652
599.8,0.05099784645784769
599.6,0.05088225759142905
599.4,0.05110726029300523
599.2,0.051743481482625
599.0,0.05141601185606002
598.8,0.05153275854084011
598.6,0.0523007780539389
598.4,0.05170874693178134
598.2,0.05177319882056903
598.0,0.0514949364743659
597.8,0.05140327585408401
597.6,0.051509602173611
597.4,0.05211417632801766
597.2,0.05246962656498448
597.0,0.05284495268382296
596.8,0.052589846704848946
596.6,0.050052101826265495
596.4,0.0490332216681847
596.2,0.04914456520061133
596.0,0.04868066597712151
595.8,0.047957801380119486
595.6,0.047921523071460546
595.4,0.04771948376738657
595.2,0.04732775522176081
595.0,0.04800990320638498
594.8,0.04827523658088519
594.6,0.048236835605230254
594.4,0.04683298084196551
594.2,0.04618170801364682
594.0,0.04581931086651126
593.8,0.04547852632878954
593.6,0.045365060129366905
593.4,0.04532858885098106
593.2,0.04577241922287232
593.0,0.04710757676335736
592.8,0.04689801163993393
592.6,0.047129961251678835
592.4,0.04714848634546212
592.2,0.047243427451101466
592.0,0.047241690723559285
591.8,0.047091946215477715
591.6,0.046840313691588066
591.4,0.046457461753400126
591.2,0.04616009540423298
591.0,0.047990220294240236
590.8,0.048474574308782443
590.6,0.04841629745125585
590.4,0.04842864751377804
590.2,0.048136105407783625
590.0,0.04798057180789477
589.8,0.048590163175201075
589.6,0.04882153387776526
